Hyperparameters:
N: 5
T: 10
beta: 0.001
sigma: 10000.0
learning_rate: 0.0001
max_iterations: 1000000

Iteration 0/1000000, Loss 0: 0.012650, Loss 1: 0.000001, Total Loss: 0.017941, Learning Rate: 0.00010000
Iteration 22300/1000000, Loss 0: 0.002956, Loss 1: 0.000000, Total Loss: 0.003003, Learning Rate: 0.00010000
Iteration 22400/1000000, Loss 0: 0.002947, Loss 1: 0.000000, Total Loss: 0.002948, Learning Rate: 0.00010000
Iteration 22500/1000000, Loss 0: 0.002938, Loss 1: 0.000000, Total Loss: 0.002941, Learning Rate: 0.00010000
Iteration 22600/1000000, Loss 0: 0.002928, Loss 1: 0.000000, Total Loss: 0.002998, Learning Rate: 0.00010000
Iteration 22700/1000000, Loss 0: 0.002919, Loss 1: 0.000000, Total Loss: 0.002980, Learning Rate: 0.00010000
Iteration 22800/1000000, Loss 0: 0.002910, Loss 1: 0.000000, Total Loss: 0.002949, Learning Rate: 0.00010000
Iteration 22900/1000000, Loss 0: 0.002901, Loss 1: 0.000000, Total Loss: 0.002902, Learning Rate: 0.00010000
Iteration 23000/1000000, Loss 0: 0.002892, Loss 1: 0.000000, Total Loss: 0.002898, Learning Rate: 0.00010000
Iteration 23100/1000000, Loss 0: 0.002882, Loss 1: 0.000000, Total Loss: 0.002901, Learning Rate: 0.00010000
Iteration 23200/1000000, Loss 0: 0.002873, Loss 1: 0.000000, Total Loss: 0.002882, Learning Rate: 0.00010000
Iteration 23300/1000000, Loss 0: 0.002864, Loss 1: 0.000000, Total Loss: 0.002873, Learning Rate: 0.00010000
Iteration 23400/1000000, Loss 0: 0.002855, Loss 1: 0.000000, Total Loss: 0.002947, Learning Rate: 0.00010000
Iteration 23500/1000000, Loss 0: 0.002846, Loss 1: 0.000000, Total Loss: 0.002876, Learning Rate: 0.00010000
Iteration 23600/1000000, Loss 0: 0.002838, Loss 1: 0.000000, Total Loss: 0.002854, Learning Rate: 0.00010000
Iteration 23700/1000000, Loss 0: 0.002830, Loss 1: 0.000000, Total Loss: 0.002873, Learning Rate: 0.00010000
Iteration 23800/1000000, Loss 0: 0.002823, Loss 1: 0.000000, Total Loss: 0.002875, Learning Rate: 0.00010000
Iteration 23900/1000000, Loss 0: 0.002815, Loss 1: 0.000000, Total Loss: 0.002860, Learning Rate: 0.00010000
Iteration 24000/1000000, Loss 0: 0.002807, Loss 1: 0.000000, Total Loss: 0.002833, Learning Rate: 0.00010000
Iteration 24100/1000000, Loss 0: 0.002799, Loss 1: 0.000000, Total Loss: 0.002826, Learning Rate: 0.00010000
Iteration 24200/1000000, Loss 0: 0.002791, Loss 1: 0.000000, Total Loss: 0.002793, Learning Rate: 0.00010000
Iteration 24300/1000000, Loss 0: 0.002783, Loss 1: 0.000000, Total Loss: 0.002806, Learning Rate: 0.00010000
Iteration 24400/1000000, Loss 0: 0.002776, Loss 1: 0.000000, Total Loss: 0.003001, Learning Rate: 0.00010000
Iteration 24500/1000000, Loss 0: 0.002768, Loss 1: 0.000000, Total Loss: 0.002772, Learning Rate: 0.00010000
Iteration 24600/1000000, Loss 0: 0.002760, Loss 1: 0.000000, Total Loss: 0.002793, Learning Rate: 0.00010000
Iteration 24700/1000000, Loss 0: 0.002752, Loss 1: 0.000000, Total Loss: 0.002767, Learning Rate: 0.00010000
Iteration 24800/1000000, Loss 0: 0.002744, Loss 1: 0.000000, Total Loss: 0.002747, Learning Rate: 0.00010000
Iteration 24900/1000000, Loss 0: 0.002736, Loss 1: 0.000000, Total Loss: 0.002742, Learning Rate: 0.00010000
Iteration 25000/1000000, Loss 0: 0.002728, Loss 1: 0.000000, Total Loss: 0.002733, Learning Rate: 0.00010000
Iteration 25100/1000000, Loss 0: 0.002721, Loss 1: 0.000000, Total Loss: 0.002729, Learning Rate: 0.00010000
Iteration 25200/1000000, Loss 0: 0.002713, Loss 1: 0.000000, Total Loss: 0.002729, Learning Rate: 0.00010000
Iteration 25300/1000000, Loss 0: 0.002705, Loss 1: 0.000000, Total Loss: 0.002727, Learning Rate: 0.00010000
Iteration 25400/1000000, Loss 0: 0.002697, Loss 1: 0.000000, Total Loss: 0.002734, Learning Rate: 0.00010000
Iteration 25500/1000000, Loss 0: 0.002690, Loss 1: 0.000000, Total Loss: 0.002749, Learning Rate: 0.00010000
Iteration 25600/1000000, Loss 0: 0.002682, Loss 1: 0.000000, Total Loss: 0.002723, Learning Rate: 0.00010000
Iteration 25700/1000000, Loss 0: 0.002674, Loss 1: 0.000000, Total Loss: 0.002698, Learning Rate: 0.00010000
Iteration 25800/1000000, Loss 0: 0.002667, Loss 1: 0.000000, Total Loss: 0.002692, Learning Rate: 0.00010000
Iteration 25900/1000000, Loss 0: 0.002660, Loss 1: 0.000000, Total Loss: 0.002740, Learning Rate: 0.00010000
Iteration 26000/1000000, Loss 0: 0.002653, Loss 1: 0.000000, Total Loss: 0.002705, Learning Rate: 0.00010000
Iteration 26100/1000000, Loss 0: 0.002645, Loss 1: 0.000000, Total Loss: 0.002661, Learning Rate: 0.00010000
Iteration 26200/1000000, Loss 0: 0.002638, Loss 1: 0.000000, Total Loss: 0.002765, Learning Rate: 0.00010000
Iteration 26300/1000000, Loss 0: 0.002631, Loss 1: 0.000000, Total Loss: 0.002641, Learning Rate: 0.00010000
Iteration 26400/1000000, Loss 0: 0.002624, Loss 1: 0.000000, Total Loss: 0.002632, Learning Rate: 0.00010000
Iteration 26500/1000000, Loss 0: 0.002617, Loss 1: 0.000000, Total Loss: 0.002639, Learning Rate: 0.00010000
Iteration 26600/1000000, Loss 0: 0.002610, Loss 1: 0.000000, Total Loss: 0.002671, Learning Rate: 0.00010000
Iteration 26700/1000000, Loss 0: 0.002603, Loss 1: 0.000000, Total Loss: 0.002685, Learning Rate: 0.00010000
Iteration 26800/1000000, Loss 0: 0.002595, Loss 1: 0.000000, Total Loss: 0.002600, Learning Rate: 0.00010000
Iteration 26900/1000000, Loss 0: 0.002588, Loss 1: 0.000000, Total Loss: 0.002591, Learning Rate: 0.00010000
Iteration 27000/1000000, Loss 0: 0.002581, Loss 1: 0.000000, Total Loss: 0.002596, Learning Rate: 0.00010000
Iteration 27100/1000000, Loss 0: 0.002574, Loss 1: 0.000000, Total Loss: 0.002583, Learning Rate: 0.00010000
Iteration 27200/1000000, Loss 0: 0.002567, Loss 1: 0.000000, Total Loss: 0.002631, Learning Rate: 0.00010000
Iteration 27300/1000000, Loss 0: 0.002560, Loss 1: 0.000000, Total Loss: 0.002648, Learning Rate: 0.00010000
Iteration 27400/1000000, Loss 0: 0.002554, Loss 1: 0.000000, Total Loss: 0.002555, Learning Rate: 0.00010000
Iteration 27500/1000000, Loss 0: 0.002547, Loss 1: 0.000000, Total Loss: 0.002556, Learning Rate: 0.00010000
Iteration 27600/1000000, Loss 0: 0.002541, Loss 1: 0.000000, Total Loss: 0.002544, Learning Rate: 0.00010000
Iteration 27700/1000000, Loss 0: 0.002535, Loss 1: 0.000000, Total Loss: 0.002696, Learning Rate: 0.00010000
Iteration 27800/1000000, Loss 0: 0.002528, Loss 1: 0.000000, Total Loss: 0.002531, Learning Rate: 0.00010000
Iteration 27900/1000000, Loss 0: 0.002522, Loss 1: 0.000000, Total Loss: 0.002567, Learning Rate: 0.00010000
Iteration 28000/1000000, Loss 0: 0.002516, Loss 1: 0.000000, Total Loss: 0.002527, Learning Rate: 0.00010000
Iteration 28100/1000000, Loss 0: 0.002510, Loss 1: 0.000000, Total Loss: 0.002584, Learning Rate: 0.00010000
Iteration 28200/1000000, Loss 0: 0.002504, Loss 1: 0.000000, Total Loss: 0.002669, Learning Rate: 0.00010000
Iteration 28300/1000000, Loss 0: 0.002498, Loss 1: 0.000000, Total Loss: 0.002500, Learning Rate: 0.00010000
Iteration 28400/1000000, Loss 0: 0.002492, Loss 1: 0.000000, Total Loss: 0.002539, Learning Rate: 0.00010000
Iteration 28500/1000000, Loss 0: 0.002486, Loss 1: 0.000000, Total Loss: 0.002498, Learning Rate: 0.00010000
Iteration 28600/1000000, Loss 0: 0.002480, Loss 1: 0.000000, Total Loss: 0.002544, Learning Rate: 0.00010000
Iteration 28700/1000000, Loss 0: 0.002474, Loss 1: 0.000000, Total Loss: 0.002519, Learning Rate: 0.00010000
Iteration 28800/1000000, Loss 0: 0.002467, Loss 1: 0.000000, Total Loss: 0.002534, Learning Rate: 0.00010000
Iteration 28900/1000000, Loss 0: 0.002462, Loss 1: 0.000000, Total Loss: 0.002464, Learning Rate: 0.00010000
Iteration 29000/1000000, Loss 0: 0.002456, Loss 1: 0.000000, Total Loss: 0.002530, Learning Rate: 0.00010000
Iteration 29100/1000000, Loss 0: 0.002450, Loss 1: 0.000000, Total Loss: 0.002485, Learning Rate: 0.00010000
Iteration 29200/1000000, Loss 0: 0.002444, Loss 1: 0.000000, Total Loss: 0.002525, Learning Rate: 0.00010000
Iteration 29300/1000000, Loss 0: 0.002438, Loss 1: 0.000000, Total Loss: 0.002440, Learning Rate: 0.00010000
Iteration 29400/1000000, Loss 0: 0.002432, Loss 1: 0.000000, Total Loss: 0.002454, Learning Rate: 0.00010000
Iteration 29500/1000000, Loss 0: 0.002426, Loss 1: 0.000000, Total Loss: 0.002472, Learning Rate: 0.00010000
Iteration 29600/1000000, Loss 0: 0.002420, Loss 1: 0.000000, Total Loss: 0.002454, Learning Rate: 0.00010000
Iteration 29700/1000000, Loss 0: 0.002414, Loss 1: 0.000000, Total Loss: 0.002452, Learning Rate: 0.00010000
Iteration 29800/1000000, Loss 0: 0.002409, Loss 1: 0.000000, Total Loss: 0.002429, Learning Rate: 0.00010000
Iteration 29900/1000000, Loss 0: 0.002403, Loss 1: 0.000000, Total Loss: 0.002415, Learning Rate: 0.00010000
Iteration 30000/1000000, Loss 0: 0.002397, Loss 1: 0.000000, Total Loss: 0.002400, Learning Rate: 0.00010000
Iteration 30100/1000000, Loss 0: 0.002391, Loss 1: 0.000000, Total Loss: 0.002422, Learning Rate: 0.00010000
Iteration 30200/1000000, Loss 0: 0.002386, Loss 1: 0.000000, Total Loss: 0.002386, Learning Rate: 0.00010000
Iteration 30300/1000000, Loss 0: 0.002380, Loss 1: 0.000000, Total Loss: 0.002406, Learning Rate: 0.00010000
Iteration 30400/1000000, Loss 0: 0.002374, Loss 1: 0.000000, Total Loss: 0.002375, Learning Rate: 0.00010000
Iteration 30500/1000000, Loss 0: 0.002369, Loss 1: 0.000000, Total Loss: 0.002370, Learning Rate: 0.00010000
Iteration 30600/1000000, Loss 0: 0.002363, Loss 1: 0.000000, Total Loss: 0.002369, Learning Rate: 0.00010000
Iteration 30700/1000000, Loss 0: 0.002357, Loss 1: 0.000000, Total Loss: 0.002367, Learning Rate: 0.00010000
Iteration 30800/1000000, Loss 0: 0.002352, Loss 1: 0.000000, Total Loss: 0.002360, Learning Rate: 0.00010000
Iteration 30900/1000000, Loss 0: 0.002346, Loss 1: 0.000000, Total Loss: 0.002352, Learning Rate: 0.00010000
Iteration 31000/1000000, Loss 0: 0.002341, Loss 1: 0.000000, Total Loss: 0.002359, Learning Rate: 0.00010000
Iteration 31100/1000000, Loss 0: 0.002335, Loss 1: 0.000000, Total Loss: 0.002347, Learning Rate: 0.00010000
Iteration 31200/1000000, Loss 0: 0.002330, Loss 1: 0.000000, Total Loss: 0.002332, Learning Rate: 0.00010000
Iteration 31300/1000000, Loss 0: 0.002325, Loss 1: 0.000000, Total Loss: 0.002336, Learning Rate: 0.00010000
Iteration 31400/1000000, Loss 0: 0.002319, Loss 1: 0.000000, Total Loss: 0.002379, Learning Rate: 0.00010000
Iteration 31500/1000000, Loss 0: 0.002314, Loss 1: 0.000000, Total Loss: 0.002318, Learning Rate: 0.00010000
Iteration 31600/1000000, Loss 0: 0.002309, Loss 1: 0.000000, Total Loss: 0.002313, Learning Rate: 0.00010000
Iteration 31700/1000000, Loss 0: 0.002304, Loss 1: 0.000000, Total Loss: 0.002338, Learning Rate: 0.00010000
Iteration 31800/1000000, Loss 0: 0.002299, Loss 1: 0.000000, Total Loss: 0.002327, Learning Rate: 0.00010000
Iteration 31900/1000000, Loss 0: 0.002293, Loss 1: 0.000000, Total Loss: 0.002344, Learning Rate: 0.00010000
Iteration 32000/1000000, Loss 0: 0.002288, Loss 1: 0.000000, Total Loss: 0.002312, Learning Rate: 0.00010000
Iteration 32100/1000000, Loss 0: 0.002283, Loss 1: 0.000000, Total Loss: 0.002294, Learning Rate: 0.00010000
Iteration 32200/1000000, Loss 0: 0.002278, Loss 1: 0.000000, Total Loss: 0.002337, Learning Rate: 0.00010000
Iteration 32300/1000000, Loss 0: 0.002273, Loss 1: 0.000000, Total Loss: 0.002284, Learning Rate: 0.00010000
Iteration 32400/1000000, Loss 0: 0.002268, Loss 1: 0.000000, Total Loss: 0.002302, Learning Rate: 0.00010000
Iteration 32500/1000000, Loss 0: 0.002263, Loss 1: 0.000000, Total Loss: 0.002295, Learning Rate: 0.00010000
Iteration 32600/1000000, Loss 0: 0.002258, Loss 1: 0.000000, Total Loss: 0.002271, Learning Rate: 0.00010000
Iteration 32700/1000000, Loss 0: 0.002253, Loss 1: 0.000000, Total Loss: 0.002268, Learning Rate: 0.00010000
Iteration 32800/1000000, Loss 0: 0.002248, Loss 1: 0.000000, Total Loss: 0.002251, Learning Rate: 0.00010000
Iteration 32900/1000000, Loss 0: 0.002243, Loss 1: 0.000000, Total Loss: 0.002255, Learning Rate: 0.00010000
Iteration 33000/1000000, Loss 0: 0.002238, Loss 1: 0.000000, Total Loss: 0.002248, Learning Rate: 0.00010000
Iteration 33100/1000000, Loss 0: 0.002232, Loss 1: 0.000000, Total Loss: 0.002270, Learning Rate: 0.00010000
Iteration 33200/1000000, Loss 0: 0.002228, Loss 1: 0.000000, Total Loss: 0.002241, Learning Rate: 0.00010000
Iteration 33300/1000000, Loss 0: 0.002223, Loss 1: 0.000000, Total Loss: 0.002234, Learning Rate: 0.00010000
Iteration 33400/1000000, Loss 0: 0.002219, Loss 1: 0.000000, Total Loss: 0.002237, Learning Rate: 0.00010000
Iteration 33500/1000000, Loss 0: 0.002215, Loss 1: 0.000000, Total Loss: 0.002226, Learning Rate: 0.00010000
Iteration 33600/1000000, Loss 0: 0.002210, Loss 1: 0.000000, Total Loss: 0.002286, Learning Rate: 0.00010000
Iteration 33700/1000000, Loss 0: 0.002206, Loss 1: 0.000000, Total Loss: 0.002216, Learning Rate: 0.00010000
Iteration 33800/1000000, Loss 0: 0.002202, Loss 1: 0.000000, Total Loss: 0.002203, Learning Rate: 0.00010000
Iteration 33900/1000000, Loss 0: 0.002197, Loss 1: 0.000000, Total Loss: 0.002202, Learning Rate: 0.00010000
Iteration 34000/1000000, Loss 0: 0.002193, Loss 1: 0.000000, Total Loss: 0.002195, Learning Rate: 0.00010000
Iteration 34100/1000000, Loss 0: 0.002189, Loss 1: 0.000000, Total Loss: 0.002207, Learning Rate: 0.00010000
Iteration 34200/1000000, Loss 0: 0.002184, Loss 1: 0.000000, Total Loss: 0.002203, Learning Rate: 0.00010000
Iteration 34300/1000000, Loss 0: 0.002180, Loss 1: 0.000000, Total Loss: 0.002209, Learning Rate: 0.00010000
Iteration 34400/1000000, Loss 0: 0.002176, Loss 1: 0.000000, Total Loss: 0.002353, Learning Rate: 0.00010000
Iteration 34500/1000000, Loss 0: 0.002171, Loss 1: 0.000000, Total Loss: 0.002203, Learning Rate: 0.00010000
Iteration 34600/1000000, Loss 0: 0.002167, Loss 1: 0.000000, Total Loss: 0.002210, Learning Rate: 0.00010000
Iteration 34700/1000000, Loss 0: 0.002163, Loss 1: 0.000000, Total Loss: 0.002167, Learning Rate: 0.00010000
Iteration 34800/1000000, Loss 0: 0.002158, Loss 1: 0.000000, Total Loss: 0.002192, Learning Rate: 0.00010000
Iteration 34900/1000000, Loss 0: 0.002154, Loss 1: 0.000000, Total Loss: 0.002283, Learning Rate: 0.00010000
Iteration 35000/1000000, Loss 0: 0.002150, Loss 1: 0.000000, Total Loss: 0.002155, Learning Rate: 0.00010000
Iteration 35100/1000000, Loss 0: 0.002145, Loss 1: 0.000000, Total Loss: 0.002148, Learning Rate: 0.00010000
Iteration 35200/1000000, Loss 0: 0.002141, Loss 1: 0.000000, Total Loss: 0.002162, Learning Rate: 0.00010000
Iteration 35300/1000000, Loss 0: 0.002137, Loss 1: 0.000000, Total Loss: 0.002154, Learning Rate: 0.00010000
Iteration 35400/1000000, Loss 0: 0.002133, Loss 1: 0.000000, Total Loss: 0.002169, Learning Rate: 0.00010000
Iteration 35500/1000000, Loss 0: 0.002129, Loss 1: 0.000000, Total Loss: 0.002137, Learning Rate: 0.00010000
Iteration 35600/1000000, Loss 0: 0.002124, Loss 1: 0.000000, Total Loss: 0.002173, Learning Rate: 0.00010000
Iteration 35700/1000000, Loss 0: 0.002120, Loss 1: 0.000000, Total Loss: 0.002199, Learning Rate: 0.00010000
Iteration 35800/1000000, Loss 0: 0.002116, Loss 1: 0.000000, Total Loss: 0.002127, Learning Rate: 0.00010000
Iteration 35900/1000000, Loss 0: 0.002112, Loss 1: 0.000000, Total Loss: 0.002113, Learning Rate: 0.00010000
Iteration 36000/1000000, Loss 0: 0.002108, Loss 1: 0.000000, Total Loss: 0.002110, Learning Rate: 0.00010000
Iteration 36100/1000000, Loss 0: 0.002103, Loss 1: 0.000000, Total Loss: 0.002117, Learning Rate: 0.00010000
Iteration 36200/1000000, Loss 0: 0.002099, Loss 1: 0.000000, Total Loss: 0.002107, Learning Rate: 0.00010000
Iteration 36300/1000000, Loss 0: 0.002095, Loss 1: 0.000000, Total Loss: 0.002103, Learning Rate: 0.00010000
Iteration 36400/1000000, Loss 0: 0.002091, Loss 1: 0.000000, Total Loss: 0.002113, Learning Rate: 0.00010000
Iteration 36500/1000000, Loss 0: 0.002087, Loss 1: 0.000000, Total Loss: 0.002102, Learning Rate: 0.00010000
Iteration 36600/1000000, Loss 0: 0.002083, Loss 1: 0.000000, Total Loss: 0.002116, Learning Rate: 0.00010000
Iteration 36700/1000000, Loss 0: 0.002079, Loss 1: 0.000000, Total Loss: 0.002209, Learning Rate: 0.00010000
Iteration 36800/1000000, Loss 0: 0.002076, Loss 1: 0.000000, Total Loss: 0.002198, Learning Rate: 0.00010000
Iteration 36900/1000000, Loss 0: 0.002072, Loss 1: 0.000000, Total Loss: 0.002122, Learning Rate: 0.00010000
Iteration 37000/1000000, Loss 0: 0.002068, Loss 1: 0.000000, Total Loss: 0.002072, Learning Rate: 0.00010000
Iteration 37100/1000000, Loss 0: 0.002064, Loss 1: 0.000000, Total Loss: 0.002068, Learning Rate: 0.00010000
Iteration 37200/1000000, Loss 0: 0.002060, Loss 1: 0.000000, Total Loss: 0.002129, Learning Rate: 0.00010000
Iteration 37300/1000000, Loss 0: 0.002056, Loss 1: 0.000000, Total Loss: 0.002143, Learning Rate: 0.00010000
Iteration 37400/1000000, Loss 0: 0.002052, Loss 1: 0.000000, Total Loss: 0.002090, Learning Rate: 0.00010000
Iteration 37500/1000000, Loss 0: 0.002049, Loss 1: 0.000000, Total Loss: 0.002110, Learning Rate: 0.00010000
Iteration 37600/1000000, Loss 0: 0.002045, Loss 1: 0.000000, Total Loss: 0.002088, Learning Rate: 0.00010000
Iteration 37700/1000000, Loss 0: 0.002041, Loss 1: 0.000000, Total Loss: 0.002188, Learning Rate: 0.00010000
Iteration 37800/1000000, Loss 0: 0.002037, Loss 1: 0.000000, Total Loss: 0.002062, Learning Rate: 0.00010000
Iteration 37900/1000000, Loss 0: 0.002034, Loss 1: 0.000000, Total Loss: 0.002143, Learning Rate: 0.00010000
Iteration 38000/1000000, Loss 0: 0.002030, Loss 1: 0.000000, Total Loss: 0.002091, Learning Rate: 0.00010000
Iteration 38100/1000000, Loss 0: 0.002027, Loss 1: 0.000000, Total Loss: 0.002163, Learning Rate: 0.00010000
Iteration 38200/1000000, Loss 0: 0.002023, Loss 1: 0.000000, Total Loss: 0.002029, Learning Rate: 0.00010000
Iteration 38300/1000000, Loss 0: 0.002020, Loss 1: 0.000000, Total Loss: 0.002097, Learning Rate: 0.00010000
Iteration 38400/1000000, Loss 0: 0.002017, Loss 1: 0.000000, Total Loss: 0.002068, Learning Rate: 0.00010000
Iteration 38500/1000000, Loss 0: 0.002013, Loss 1: 0.000000, Total Loss: 0.002082, Learning Rate: 0.00010000
Iteration 38600/1000000, Loss 0: 0.002010, Loss 1: 0.000000, Total Loss: 0.002022, Learning Rate: 0.00010000
Iteration 38700/1000000, Loss 0: 0.002007, Loss 1: 0.000000, Total Loss: 0.002034, Learning Rate: 0.00010000
Iteration 38800/1000000, Loss 0: 0.002003, Loss 1: 0.000000, Total Loss: 0.002011, Learning Rate: 0.00010000
Iteration 38900/1000000, Loss 0: 0.002000, Loss 1: 0.000000, Total Loss: 0.002026, Learning Rate: 0.00010000
Iteration 39000/1000000, Loss 0: 0.001997, Loss 1: 0.000000, Total Loss: 0.002007, Learning Rate: 0.00010000
Iteration 39100/1000000, Loss 0: 0.001993, Loss 1: 0.000000, Total Loss: 0.002007, Learning Rate: 0.00010000
Iteration 39200/1000000, Loss 0: 0.001990, Loss 1: 0.000000, Total Loss: 0.002048, Learning Rate: 0.00010000
Iteration 39300/1000000, Loss 0: 0.001986, Loss 1: 0.000000, Total Loss: 0.002058, Learning Rate: 0.00010000
Iteration 39400/1000000, Loss 0: 0.001983, Loss 1: 0.000000, Total Loss: 0.001998, Learning Rate: 0.00010000
Iteration 39500/1000000, Loss 0: 0.001980, Loss 1: 0.000000, Total Loss: 0.002001, Learning Rate: 0.00010000
Iteration 39600/1000000, Loss 0: 0.001976, Loss 1: 0.000000, Total Loss: 0.002048, Learning Rate: 0.00010000
Iteration 39700/1000000, Loss 0: 0.001973, Loss 1: 0.000000, Total Loss: 0.001980, Learning Rate: 0.00010000
Iteration 39800/1000000, Loss 0: 0.001969, Loss 1: 0.000000, Total Loss: 0.002003, Learning Rate: 0.00010000
Iteration 39900/1000000, Loss 0: 0.001966, Loss 1: 0.000000, Total Loss: 0.001968, Learning Rate: 0.00010000
Iteration 40000/1000000, Loss 0: 0.001963, Loss 1: 0.000000, Total Loss: 0.001975, Learning Rate: 0.00010000
Iteration 40100/1000000, Loss 0: 0.001959, Loss 1: 0.000000, Total Loss: 0.001999, Learning Rate: 0.00010000
Iteration 40200/1000000, Loss 0: 0.001956, Loss 1: 0.000000, Total Loss: 0.001959, Learning Rate: 0.00010000
Iteration 40300/1000000, Loss 0: 0.001952, Loss 1: 0.000000, Total Loss: 0.001993, Learning Rate: 0.00010000
Iteration 40400/1000000, Loss 0: 0.001949, Loss 1: 0.000000, Total Loss: 0.001986, Learning Rate: 0.00010000
Iteration 40500/1000000, Loss 0: 0.001945, Loss 1: 0.000000, Total Loss: 0.001950, Learning Rate: 0.00010000
Iteration 40600/1000000, Loss 0: 0.001942, Loss 1: 0.000000, Total Loss: 0.001956, Learning Rate: 0.00010000
Iteration 40700/1000000, Loss 0: 0.001938, Loss 1: 0.000000, Total Loss: 0.002045, Learning Rate: 0.00010000
Iteration 40800/1000000, Loss 0: 0.001934, Loss 1: 0.000000, Total Loss: 0.001999, Learning Rate: 0.00010000
Iteration 40900/1000000, Loss 0: 0.001931, Loss 1: 0.000000, Total Loss: 0.001934, Learning Rate: 0.00010000
Iteration 41000/1000000, Loss 0: 0.001927, Loss 1: 0.000000, Total Loss: 0.001932, Learning Rate: 0.00010000
Iteration 41100/1000000, Loss 0: 0.001924, Loss 1: 0.000000, Total Loss: 0.001930, Learning Rate: 0.00010000
Iteration 41200/1000000, Loss 0: 0.001920, Loss 1: 0.000000, Total Loss: 0.001926, Learning Rate: 0.00010000
Iteration 41300/1000000, Loss 0: 0.001917, Loss 1: 0.000000, Total Loss: 0.001920, Learning Rate: 0.00010000
Iteration 41400/1000000, Loss 0: 0.001914, Loss 1: 0.000000, Total Loss: 0.001931, Learning Rate: 0.00010000
Iteration 41500/1000000, Loss 0: 0.001910, Loss 1: 0.000000, Total Loss: 0.002012, Learning Rate: 0.00010000
Iteration 41600/1000000, Loss 0: 0.001907, Loss 1: 0.000000, Total Loss: 0.002011, Learning Rate: 0.00010000
Iteration 41700/1000000, Loss 0: 0.001903, Loss 1: 0.000000, Total Loss: 0.001922, Learning Rate: 0.00010000
Iteration 41800/1000000, Loss 0: 0.001900, Loss 1: 0.000000, Total Loss: 0.001977, Learning Rate: 0.00010000
Iteration 41900/1000000, Loss 0: 0.001897, Loss 1: 0.000000, Total Loss: 0.001905, Learning Rate: 0.00010000
Iteration 42000/1000000, Loss 0: 0.001894, Loss 1: 0.000000, Total Loss: 0.001899, Learning Rate: 0.00010000
Iteration 42100/1000000, Loss 0: 0.001891, Loss 1: 0.000000, Total Loss: 0.001909, Learning Rate: 0.00010000
Iteration 42200/1000000, Loss 0: 0.001887, Loss 1: 0.000000, Total Loss: 0.001924, Learning Rate: 0.00010000
Iteration 42300/1000000, Loss 0: 0.001884, Loss 1: 0.000000, Total Loss: 0.001925, Learning Rate: 0.00010000
Iteration 42400/1000000, Loss 0: 0.001881, Loss 1: 0.000000, Total Loss: 0.001888, Learning Rate: 0.00010000
Iteration 42500/1000000, Loss 0: 0.001878, Loss 1: 0.000000, Total Loss: 0.001900, Learning Rate: 0.00010000
Iteration 42600/1000000, Loss 0: 0.001875, Loss 1: 0.000000, Total Loss: 0.001883, Learning Rate: 0.00010000
Iteration 42700/1000000, Loss 0: 0.001871, Loss 1: 0.000000, Total Loss: 0.001984, Learning Rate: 0.00010000
Iteration 42800/1000000, Loss 0: 0.001868, Loss 1: 0.000000, Total Loss: 0.001882, Learning Rate: 0.00010000
Iteration 42900/1000000, Loss 0: 0.001865, Loss 1: 0.000000, Total Loss: 0.001899, Learning Rate: 0.00010000
Iteration 43000/1000000, Loss 0: 0.001862, Loss 1: 0.000000, Total Loss: 0.001879, Learning Rate: 0.00010000
Iteration 43100/1000000, Loss 0: 0.001859, Loss 1: 0.000000, Total Loss: 0.001871, Learning Rate: 0.00010000
Iteration 43200/1000000, Loss 0: 0.001856, Loss 1: 0.000000, Total Loss: 0.001865, Learning Rate: 0.00010000
Iteration 43300/1000000, Loss 0: 0.001853, Loss 1: 0.000000, Total Loss: 0.001914, Learning Rate: 0.00010000
Iteration 43400/1000000, Loss 0: 0.001850, Loss 1: 0.000000, Total Loss: 0.001877, Learning Rate: 0.00010000
Iteration 43500/1000000, Loss 0: 0.001847, Loss 1: 0.000000, Total Loss: 0.001860, Learning Rate: 0.00010000
Iteration 43600/1000000, Loss 0: 0.001844, Loss 1: 0.000000, Total Loss: 0.001862, Learning Rate: 0.00010000
Iteration 43700/1000000, Loss 0: 0.001841, Loss 1: 0.000000, Total Loss: 0.001844, Learning Rate: 0.00010000
Iteration 43800/1000000, Loss 0: 0.001838, Loss 1: 0.000000, Total Loss: 0.001844, Learning Rate: 0.00010000
Iteration 43900/1000000, Loss 0: 0.001835, Loss 1: 0.000000, Total Loss: 0.001841, Learning Rate: 0.00010000
Iteration 44000/1000000, Loss 0: 0.001833, Loss 1: 0.000000, Total Loss: 0.001836, Learning Rate: 0.00010000
Iteration 44100/1000000, Loss 0: 0.001830, Loss 1: 0.000000, Total Loss: 0.001848, Learning Rate: 0.00010000
Iteration 44200/1000000, Loss 0: 0.001827, Loss 1: 0.000000, Total Loss: 0.001846, Learning Rate: 0.00010000
Iteration 44300/1000000, Loss 0: 0.001824, Loss 1: 0.000000, Total Loss: 0.001863, Learning Rate: 0.00010000
Iteration 44400/1000000, Loss 0: 0.001821, Loss 1: 0.000000, Total Loss: 0.001837, Learning Rate: 0.00010000
Iteration 44500/1000000, Loss 0: 0.001818, Loss 1: 0.000000, Total Loss: 0.001849, Learning Rate: 0.00010000
